"REF_DATE","GEO","DGUID","Trade","Basis","Seasonal adjustment","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2004-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","6389.2","","","","1"
"2004-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","6525.9","","","","1"
"2004-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","7342.1","","","","1"
"2004-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","6676.5","","","","1"
"2005-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","6680.5","","","","1"
"2005-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","6812.9","","","","1"
"2005-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","7285.3","","","","1"
"2005-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","7027.6","","","","1"
"2006-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","7627.8","","","","1"
"2006-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","7758.5","","","","1"
"2006-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8162.5","","","","1"
"2006-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8382.8","","","","1"
"2007-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9777.9","","","","1"
"2007-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10654.2","","","","1"
"2007-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8989.5","","","","1"
"2007-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8906.1","","","","1"
"2008-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9380.9","","","","1"
"2008-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9878.5","","","","1"
"2008-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10037.3","","","","1"
"2008-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9774.1","","","","1"
"2009-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8779.0","","","","1"
"2009-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","7506.5","","","","1"
"2009-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","7291.2","","","","1"
"2009-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8093.2","","","","1"
"2010-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8580.8","","","","1"
"2010-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8305.5","","","","1"
"2010-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9421.4","","","","1"
"2010-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10902.2","","","","1"
"2011-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10089.1","","","","1"
"2011-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9673.8","","","","1"
"2011-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","11600.4","","","","1"
"2011-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","11269.3","","","","1"
"2012-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10567.8","","","","1"
"2012-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10532.7","","","","1"
"2012-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10322.9","","","","1"
"2012-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9979.4","","","","1"
"2013-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10001.7","","","","1"
"2013-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8894.3","","","","1"
"2013-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8202.6","","","","1"
"2013-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8923.7","","","","1"
"2014-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9076.1","","","","1"
"2014-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9806.0","","","","1"
"2014-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","11040.8","","","","1"
"2014-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10576.0","","","","1"
"2015-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10049.3","","","","1"
"2015-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9497.4","","","","1"
"2015-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9360.8","","","","1"
"2015-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10355.7","","","","1"
"2016-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10423.5","","","","1"
"2016-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9291.1","","","","1"
"2016-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10865.0","","","","1"
"2016-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","11382.9","","","","1"
"2017-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10883.0","","","","1"
"2017-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","11501.3","","","","1"
"2017-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10866.8","","","","1"
"2017-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10568.4","","","","1"
"2018-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","11650.6","","","","1"
"2018-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","11323.3","","","","1"
"2018-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","12282.6","","","","1"
"2018-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","11101.9","","","","1"
"2019-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","11906.0","","","","1"
"2019-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","11867.7","","","","1"
"2019-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","12016.5","","","","1"
"2019-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","13388.7","","","","1"
"2020-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","12248.4","","","","1"
"2020-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10398.4","","","","1"
"2020-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","11926.3","","","","1"
"2020-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","15361.1","","","","1"
"2021-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","7215.9","","","","1"
"2021-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","7867.4","","","","1"
"2021-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","7909.0","","","","1"
"2021-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8214.9","","","","1"
"2022-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8446.8","","","","1"
"2022-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9054.3","","","","1"
"2022-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9149.6","","","","1"
"2022-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9899.6","","","","1"
"2023-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8640.9","","","","1"
"2023-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9034.5","","","","1"
"2023-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8438.1","","","","1"
"2023-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8724.9","","","","1"
"2024-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8024.9","","","","1"
"2024-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8026.0","","","","1"
"2024-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","8765.2","","","","1"
"2024-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9868.0","","","","1"
"2025-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","9830.7","","","","1"
"2025-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10538.9","","","","1"
"2025-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","10378.6","","","","1"
"2025-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","12100.4","","","","1"
"2026-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","11803.6","","","","1"
"2026-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","European Union","Dollars","81","millions","6","v1001838701","1.2.2.2.3","11299.8","","","","1"
"2001-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1490.5","","","","1"
"2001-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1229.2","","","","1"
"2001-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1522.8","","","","1"
"2002-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1175.3","","","","1"
"2002-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1195.4","","","","1"
"2002-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1468.2","","","","1"
"2002-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1360.1","","","","1"
"2003-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1689.7","","","","1"
"2003-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1221.0","","","","1"
"2003-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1498.3","","","","1"
"2003-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1617.9","","","","1"
"2004-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1885.8","","","","1"
"2004-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2086.7","","","","1"
"2004-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2058.7","","","","1"
"2004-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1959.5","","","","1"
"2005-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2152.3","","","","1"
"2005-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1952.9","","","","1"
"2005-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2070.2","","","","1"
"2005-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1982.1","","","","1"
"2006-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1847.9","","","","1"
"2006-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","1799.6","","","","1"
"2006-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2205.0","","","","1"
"2006-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2888.4","","","","1"
"2007-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2423.4","","","","1"
"2007-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2685.2","","","","1"
"2007-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2837.2","","","","1"
"2007-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2610.5","","","","1"
"2008-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2774.6","","","","1"
"2008-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","3161.4","","","","1"
"2008-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2855.4","","","","1"
"2008-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2496.4","","","","1"
"2009-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","3039.0","","","","1"
"2009-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","3135.6","","","","1"
"2009-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2989.9","","","","1"
"2009-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2618.2","","","","1"
"2010-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","2915.0","","","","1"
"2010-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","3269.0","","","","1"
"2010-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","3479.7","","","","1"
"2010-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","4483.6","","","","1"
"2011-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","3837.8","","","","1"
"2011-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","4174.2","","","","1"
"2011-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","4950.0","","","","1"
"2011-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5171.1","","","","1"
"2012-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","4881.6","","","","1"
"2012-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5115.1","","","","1"
"2012-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5035.6","","","","1"
"2012-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5335.6","","","","1"
"2013-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5798.6","","","","1"
"2013-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5217.8","","","","1"
"2013-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5136.3","","","","1"
"2013-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5878.1","","","","1"
"2014-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","4809.4","","","","1"
"2014-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5403.1","","","","1"
"2014-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5351.1","","","","1"
"2014-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","4903.0","","","","1"
"2015-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5031.5","","","","1"
"2015-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5547.1","","","","1"
"2015-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5600.7","","","","1"
"2015-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5239.2","","","","1"
"2016-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5654.5","","","","1"
"2016-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5165.8","","","","1"
"2016-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5582.2","","","","1"
"2016-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5943.9","","","","1"
"2017-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","6723.5","","","","1"
"2017-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5935.4","","","","1"
"2017-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","6072.4","","","","1"
"2017-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","6260.7","","","","1"
"2018-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","6059.9","","","","1"
"2018-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","6844.0","","","","1"
"2018-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","7394.4","","","","1"
"2018-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","8566.7","","","","1"
"2019-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","6257.5","","","","1"
"2019-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","6304.6","","","","1"
"2019-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5957.6","","","","1"
"2019-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5637.1","","","","1"
"2020-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","5587.3","","","","1"
"2020-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","6963.8","","","","1"
"2020-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","6970.3","","","","1"
"2020-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","6678.0","","","","1"
"2021-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","7281.5","","","","1"
"2021-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","7532.7","","","","1"
"2021-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","6929.2","","","","1"
"2021-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","6941.2","","","","1"
"2022-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","6309.9","","","","1"
"2022-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","China","Dollars","81","millions","6","v1001838709","1.2.2.2.11","6593.8","","","","1"
